,ref,prd
2344,['3_19.21.5'],"['3_19.2.1', '3_19.4.1', '3_19.14.2.(1)', '3_19.17.2', '3_19.21.5', '3_19.4.Guidance.1', '3_19.2.5', '3_19.14.3.(2)', '3_19.3.1', '3_19.18.1.(1)']"
2345,['1_4.5.4'],"['27_3.2.20', '19_92)', '30_138)', '31_97)', '19_45)', '38_2.3', '33_126)', '31_96)', '19_177)', '34_108)']"
2346,['1_8.8.1.(1)'],"['1_9.1.1.(3)', '1_8.4.1', '1_7.Guidance.4.', '1_9.1.2.Guidance.1.', '1_10.2.1', '1_8.1.2.(2)', '1_9.1.2.Guidance.3.', '1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '1_8.6.1', '1_7.Guidance.1.']"
2347,"['17_Part 2.Chapter 1.5A.(1)', '17_Part 2.Chapter 1.7.(2)']","['17_Part 2.Chapter 1.5A.(2)', '17_Part 2.Chapter 1.5A.', '17_Part 2.Chapter 1.5A.(1)', '34_114)', '33_62)', '34_19)', '34_26)', '34_17)', '17_Part 8.95.(4)', '22_5.2.(9)']"
2348,['34_95)'],"['34_95)', '39_3.4', '11_4.15.8', '39_5.5', '11_4.15.7', '24_3.8', '39_1.3', '39_5.3', '25_Definitions', '11_4.15.9']"
2349,['6_PART 6.18.1.2'],"['6_PART 6.18.1.2', '27_5.4.2', '27_9.5.1', '14_Part 6.Chapter 1.43.', '11_1.1.3.Guidance.8.', '9_6.Guidance', '14_Part 6.Chapter 5.72.', '27_6.5.7', '27_6.5.9', '1_14.6.Guidance']"
2350,"['7_2.2.11.Guidance.1', '7_3.2.1']","['7_3.3.41.(3).Guidance.3.', '27_3.2.11', '7_3.3.41.(3).Guidance.9.', '11_9.2.2.Guidance.2.', '31_2)', '30_2)', '7_3.3.41.(3).Guidance.10.', '7_2.2.11', '7_APP1.A1.1', '7_APP1']"
2351,['17_Schedule 1.Part 2.Chapter 18.78.(2)'],"['17_Schedule 1.Part 2.Chapter 18.78.(2)', '17_Schedule 2.32.(3)', '17_Schedule 1.Part 2.Chapter 18.78.(3)', '17_Schedule 1.Part 2.Chapter 18.78.(1)', '17_Schedule 2.32.(2)', '17_Schedule 1.Part 3 .88.(3)', '1_8.3.3.(3)', '17_Schedule 1.Part 3 .90.(2)', '17_Schedule 2.29.(4)', '17_Schedule 1.Part 3 .89.(3)']"
2352,['34_23)'],"['34_23)', '3_22.2.3', '34_25)', '34_26)', '34_33)', '19_141)', '34_13)', '29_3.3', '34_7)', '33_16)']"
2353,"['7_3.3.31.(3)', '7_5.3.1.(5).Guidance', '27_2.3.3']","['27_2.3.3', '38_2.3', '27_2.5.9', '27_2.2.12', '7_5.6.1', '10_2.2.1.Guidance', '10_2.5.1.Guidance.1.', '1_8.8.1.(1)', '27_2.3.2', '17_Part 12.Chapter 1.126.']"
2354,['6_PART 5.12.12.5.(3)'],"['6_PART 5.12.12.Guidance.2', '6_PART 5.12.3.1.Guidance.2', '6_PART 5.12.3.4.Guidance.1', '6_APP 1', '17_Part 11.Chapter 2.111.(1)', '6_PART 5.17.1.1.(2)', '6_PART 5.12.12.8.(1)', '12_APP2.A2.13.Guidance.1.', '12_APP2.A2.13.Guidance.3.', '6_APP 5']"
2355,['1_9.2.1.(3)'],"['1_9.2.1.(3)', '1_10.2.2.Guidance.1.', '19_45)', '1_9.2.2.Guidance.5.', '33_108)', '27_9.2', '34_98)', '1_10.2.1', '19_106)', '13_4.15.8.(1)']"
2356,['11_10.1.3B.(1).Guidance.1.'],"['11_10.1.3B.(1).Guidance.1.', '11_10.1.3B.(1).Guidance.2.', '11_10.1.3B.(1).Guidance.3.', '23_4.3.1', '18_3.4.(c)', '10_2.3.14', '11_10.1.3B.(2)', '30_77)', '2_10.3.2.(4)', '31_84)']"
2357,['32_3.2'],"['32_3.2', '6_PART 5.13A.3.2', '6_PART 4.9.5.4', '32_4.1', '6_PART 5.16.4.3', '6_APP 3', '6_PART 5.17.1.2', '6_PART 5.11.1.6.Guidance.1', '6_PART 5.13.5.1.(1)', '6_PART 5.13.1.2']"
2358,['1_7.2.4'],"['1_7.2.4', '1_9.1.2.Guidance.3.', '1_2.Guidance.8.', '11_9.3.1.Guidance.3.', '1_8.4.1.Guidance.9.', '40_SECTION II.F.', '40_6.2.', '1_8.3.1.(1)', '1_7.Guidance.4.', '1_10.2.1']"
2359,['34_83)'],"['34_83)', '34_25)', '34_7)', '34_26)', '34_33)', '34_100)', '34_24)', '3_22.9.2', '34_20)', '34_96)']"
2360,['36_D.4.1.'],"['34_95)', '11_5.1.2.Guidance.2.', '34_34)', '3_22.2.2', '24_3.16', '24_3.7', '34_26)', '21_19)', '39_2.4', '12_APP2.A2.13.Guidance.1.']"
2361,['34_95)'],"['34_95)', '34_25)', '34_26)', '34_11)', '34_67)', '34_81)', '34_72)', '34_97)', '34_29)', '34_32)']"
2362,['9_5.4.1.(a)'],"['9_5.1.1.Guidance.(ii)', '9_5.4.6.(a)', '9_5.4.7.(d).Guidance.(i)', '9_3.9.1', '9_2.4.1.Guidance.(ix)', '9_5.4.15', '9_5.4.1.(a)', '9_5.2.4', '9_5.4.8', '9_6.Guidance']"
2363,"['1_4.3.1', '1_8.3.2.Guidance on CDD.9.']","['1_4.3.1', '33_111)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_8.4.1.Guidance.11.', '1_2.Guidance.24.', '1_4.2.1.(1)', '1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '1_7.Guidance.2.', '1_6.1.3.Guidance.6.', '23_1.2.2']"
2364,['19_113)'],"['19_113)', '19_87)', '27_6.1.4', '33_114)', '33_12)', '19_117)', '21_31)', '19_3)', '24_3.18', '19_86)']"
2365,['19_44)'],"['19_44)', '34_61)', '13_4.15.11.Guidance', '19_45)', '19_39)', '34_62)', '19_37)', '19_25)', '19_38)', '19_124)']"
2366,['11_9.2.10'],"['11_9.2.10', '11_APP 4.2.', '11_9.2.2.Guidance.3.', '11_9.2.2.Guidance.1.', '7_6.6.8', '11_APP 4.1.', '7_3.3.41.(3).Guidance.10.', '11_10.1.3A.(1)', '11_9.3.2.Guidance', '11_1.2.Guidance.8.']"
2367,['40_SECTION V.C.1.'],"['40_SECTION IV.C.', '40_SECTION IX.A.2.', '40_6.', '40_SECTION VII.A.', '40_SECTION V.D.3.', '40_SECTION VI.A.1.', '40_SECTION III.B.6.', '40_SECTION III.B.5.', '40_SECTION IV.A.', '40_6.1.']"
2368,['17_Part 1.Chapter 1.1.(3)'],"['17_Part 1.Chapter 1.1.(3)', '24_3.17', '27_3.2.16', '27_3.2.19', '12_APP2.A2.6.Guidance.9.', '27_7.12.2', '23_1.2.2', '34_11)', '28_171)', '27_9.3.5']"
2369,['33_102)'],"['33_102)', '33_101)', '33_98)', '33_18)', '33_79)', '33_52)', '33_30)', '33_14)', '19_10)', '33_26)']"
2370,['11_11.8.4'],"['11_11.9.2', '30_76)', '30_69)', '11_11.8.4', '11_11.8.3', '11_11.9.3', '30_103)', '30_72)', '30_67)', '30_70)']"
2371,['27_7.11.4'],"['24_3.18', '9_2.5.1', '27_7.11.4', '9_2.4.1.Guidance.(x)', '27_7.11.5', '9_1.2.Guidance.(v)', '4_3.16.1', '9_2.4.1.Guidance.(xiii)', '1_11.2.1.(5)', '27_6.6.14']"
2372,['14_Part 6.Chapter 2.49.(1)'],"['14_Part 6.Chapter 2.49.(1)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 5.67.', '14_Part 6.Chapter 2.55.(3)', '14_Part 6.Chapter 2.55.(5)', '14_Part 6.Chapter 2.49.(5)', '14_Part 6.Chapter 2.51.(1)', '14_Part 5.Chapter 1.22.(2)']"
2373,['1_4.1.1.(5)'],"['1_4.1.1.(5)', '1_10.4.1.Guidance.1.', '27_2.2.13', '27_7.7.1', '11_10.1.4.(2)', '7_8.10.1.(2).Guidance.3.', '11_2.3.16.(4)', '27_3.1.11', '17_Part 15.188.(1)', '12_APP2.A2.13.Guidance.3.']"
2374,"['3_22.7', '3_22.7.1']","['3_22.7', '3_22.7.6', '34_3)', '3_22.7.1', '17_Part 2.Chapter 1.5A.(2)', '34_2)', '3_22.10.1', '34_19)', '34_6)', '3_22.7.4']"
2375,['10_4.5.10'],"['10_4.5.10', '13_1.1.1.Guidance.6.', '28_119)', '28_109)', '28_118)', '13_APP3.A3.2.Guidance.1.', '28_103)', '16_Part 1.1.(1)', '3_6.6.1.Guidance.2', '5_9.5.3']"
2376,['33_109)'],"['33_109)', '19_56)', '3_14.7.7.Guidance.1', '3_16.4.1', '3_14.7.4', '37_3.10', '37_3.11.c.', '3_14.7.1', '33_40)', '33_37)']"
2377,['14_Part 6.Chapter 2.51.(2)'],"['14_Part 6.Chapter 4.65.(1)', '14_Part 6.Chapter 2.51.(2)', '14_Part 6.Chapter 4.65.(3)', '14_Part 6.Chapter 4.64.(3)', '14_Part 6.Chapter 2.51.(3)', '14_Part 6.Chapter 4.65.(2)', '14_Part 6.Chapter 4.64.(6)', '14_Part 6.Chapter 2.51.(1)', '14_Part 3.Chapter 4.17.(1)', '14_Part 6.Chapter 4.65.']"
2378,"['31_9)', '31_67)', '11_12.2.1.Guidance']","['31_9)', '11_12.15.3', '31_28)', '31_78)', '31_46)', '31_15)', '31_49)', '11_12.2.1', '31_99)', '31_77)']"
2379,['13_6.2.2.Guidance.1.'],"['13_6.2.2.Guidance.1.', '13_6.3.2.Guidance.1.', '13_6.2.2.Governing Body responsibilities.2.', '13_6.2.2.Senior Management Responsibilities.2.', '13_6.3.1', '24_2.3', '27_3.1.7', '13_6.5.Guidance.3.', '13_9.2.2.Guidance', '13_6.4.1.Guidance.4.']"
2380,['6_PART 5.16.3.8'],"['7_6.6.1', '6_PART 5.16.3.8', '39_3.15', '3_15.9.6.Guidance.3.', '3_14.11.9.Guidance.2.', '10_1.1.4', '30_48)', '6_PART 5.16.4.5', '25_Definitions', '30_129)']"
2381,['34_77)'],"['34_76)', '33_44)', '33_57)', '33_68)', '33_43)', '33_50)', '33_70)', '34_85)', '33_27)', '33_59)']"
2382,['34_54)'],"['19_33)', '34_79)', '34_69)', '34_68)', '33_49)', '34_67)', '34_81)', '34_54)', '34_82)', '19_99)']"
2383,"['10_6.3.1', '34_101)', '1_7.Guidance.4.', '13_APP4.A4.1.Guidance.14.', '3_22.3.2']","['10_6.3.1', '13_APP6.A6.9.1.Guidance.4.', '13_4.11.5', '13_4.14.21', '13_APP6.A6.1.Guidance.10.', '3_20.14.3.Guidance.3.', '13_10.Introduction.Guidance.1.', '17_Part 2.Chapter 1.7.(9)', '7_APP1.A1.1.Guidance.4.', '10_6.3.3.Guidance.1.']"
2384,"['19_92)', '19_93)']","['19_93)', '19_148)', '21_42)', '19_94)', '19_146)', '19_139)', '19_131)', '19_99)', '33_4)', '33_67)']"
2385,['1_8.1.2.(1)'],"['1_8.1.2.(1)', '1_8.1.2.(2)', '1_7.Guidance.4.', '1_14.2.3.Guidance.8.', '1_8.7.1.(1)', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.Guidance.1.', '1_2.Guidance.8.', '1_5.1.1.Guidance.3.', '1_14.2.3.Guidance.1.']"
2386,['10_4.7.25'],"['10_4.7.25', '10_4.7.24', '10_4.7.1', '13_6.2.2.Governing Body responsibilities.2.', '10_4.7.15', '13_7.4.1.(2)', '10_4.2.1', '13_9.2.2.Guidance', '13_1.1.1.Guidance.6.', '13_9.2.1.Guidance.2.']"
2387,['18_3.4.(b)'],"['18_3.4.(b)', '27_2.5.11', '7_5.5.1.Guidance.4.', '7_5.3.8', '7_5.5.2.Guidance.1.', '7_5.5.1.(1)', '35_4.4', '10_2.3.2', '27_2.3.3', '1_13.1.1']"
2388,"['14_Part 6.Chapter 2.56.(1)', '14_Part 6.Chapter 2.56.(5)']","['14_Part 6.Chapter 2.56.(1)', '14_Part 6.Chapter 2.50.(3)', '14_Part 6.Chapter 2.51.(1)', '14_Part 6.Chapter 2.54.(1)', '14_Part 6.Chapter 4.64.(3)', '14_Part 6.Chapter 4.66.(2)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 4.64.(6)', '14_Part 6.Chapter 2.51.(2)', '14_Part 6.Chapter 2.56.(5)']"
2389,"['1_8.6.2.Guidance.4.', '1_11.2.1.Guidance.7.']","['13_APP11.A11.3.Guidance.7.', '24_3.13', '27_3.2.19', '14_Schedule.Part 4', '13_6.2.2.Guidance.1.', '12_APP9.A9.2.1', '10_6.3.3.Guidance.1.', '33_8)', '11_4.15.8', '39_3.4']"
2390,['34_39)'],"['34_39)', '33_40)', '28_185)', '34_32)', '30_136)', '31_95)', '33_50)', '13_3.7.2.(1)', '13_2.Introduction', '34_50)']"
2391,"['19_46)', '34_60)', '1_4.5.4']","['19_45)', '19_43)', '34_60)', '33_111)', '19_41)', '19_58)', '34_62)', '34_61)', '19_44)', '34_57)']"
2392,['36_D.7.5.'],"['36_D.7.5.', '36_D.7.7.', '36_D.7.1.', '36_D.7.', '13_APP11.A11.2.Guidance.9.', '36_D.7.4.', '36_D.7.6.', '36_D.5.6.', '36_D.7.3.', '36_D.7.2.']"
2393,['13_4.4.5.Guidance.2.'],"['13_4.4.5.Guidance.2.', '13_4.4.5', '13_4.4.5.Guidance.1.', '13_APP4.A4.1.Guidance.1.', '17_Part 12.Chapter 3.146.(6)', '11_9.7.4.(14)', '11_APP 4.30.', '40_6.2.', '13_APP4.A4.1.Guidance.72.', '7_3.3.19.(1).Guidance.3.']"
2394,['30_40)'],"['30_105)', '11_11.12.3', '30_107)', '30_36)', '30_28)', '30_106)', '30_104)', '11_11.12.2', '30_38)', '30_55)']"
2395,['10_4.7.7'],"['13_APP7.A7.2.1', '13_APP7.A7.3.4', '13_APP7.A7.1.1.(1)', '13_APP7.A7.3.4.Guidance.9.', '40_SECTION I.A.5.', '13_APP7.A7.2.2', '13_APP7.A7.1.1.(3)', '40_SECTION VIII.A.4.', '40_SECTION VIII.A.6.', '13_APP7.A7.2.3.Guidance']"
2396,['5_9.5.3'],"['5_9.5.3', '5_9.5.2', '14_Part 3.Chapter 2.10.(1)', '14_Part 6.Chapter 6.78.(2)', '14_Part 2.4.(1)', '14_Part 1.1.', '14_Part 3.Chapter 1.7.(1)', '24_3.16', '16_Part 1.1.(1)', '11_9.7.2']"
2397,['27_3.2.19'],"['27_3.2.19', '39_5.5', '39_4.5', '3_6.8.1.(a)', '11_APP 4.30.', '39_3.8', '27_3.1.11', '27_3.2.18', '12_6.6.9', '35_1.3']"
2398,['33_116)'],"['19_121)', '33_115)', '19_123)', '19_122)', '33_110)', '33_40)', '19_120)', '19_173)', '34_11)', '30_135)']"
2399,['3_19.2.9'],"['3_19.3.1', '3_19.15.5.(2)', '3_19.4.1', '3_19.2.9', '3_19.2.1', '3_19.2.14', '3_19.2.13', '3_19.2.12', '3_19.21.4.(2)', '3_20.2.17']"
2400,"['7_6.6.9', '27_3.2.20']","['7_6.6.9', '7_6.6.1', '11_10.1.5.Guidance.1.', '11_10.1.5', '6_PART 5.16.3.8', '7_6.6.8', '11_10.2.7', '31_5)', '30_5)', '11_3.9.1']"
2401,"['30_106)', '30_107)']","['30_107)', '30_104)', '30_108)', '30_113)', '30_100)', '30_9)', '11_11.12.1', '31_78)', '11_11.10.3', '30_90)']"
2402,['34_30)'],"['34_30)', '34_23)', '34_42)', '34_26)', '34_25)', '34_83)', '34_48)', '34_32)', '34_33)', '34_27)']"
2403,['18_3.4.(d)'],"['18_2.4.(c)', '18_3.4.(d)', '37_4.12', '37_4.11', '37_4.13', '37_4.14', '11_2.8.2', '30_100)', '18_2.4.(b)', '18_1.4']"
2404,['11_12.10.1'],"['11_12.10.1', '31_63)', '11_12.9.1', '11_12.7.1', '31_29)', '11_12.6.1', '11_12.8.1', '11_12.2.3.Guidance', '31_30)', '11_12.6.2']"
2405,['13_10.2.Guidance.2.'],"['36_D.4.', '36_D.4.3.', '36_D.7.7.', '36_D.4.2.', '36_D.3.1.', '36_D.4.1.', '36_D.4.6.', '36_D.1.2.', '36_D.4.10.', '36_D.5.7.']"
2406,"['34_77)', '34_78)']","['34_77)', '34_79)', '34_99)', '34_76)', '34_78)', '34_81)', '34_12)', '34_73)', '34_83)', '34_91)']"
2407,['12_APP2.A2.7.Guidance.1.'],"['12_APP2.A2.7.Guidance.1.', '12_APP2.A2.13.Guidance.1.', '12_APP4.A4.12.6', '12_APP2.A2.7.Guidance.2.', '13_4.4.4', '13_APP6.A6.9.1.Guidance.2.', '12_APP2.A2.3.Guidance.9.', '1_9.2.2.Guidance.7.', '6_PART 5.13A.5.1', '27_2.5.3']"
2408,['11_APP 4.60.'],"['25_1.', '20_1.1.', '20_2.3.(iv)', '34_34)', '25_Disclaimer', '20_3.1.', '20_3.4.', '19_46)', '1_3.2.1', '7_8.8.1.Guidance']"
2409,['17_Part 17.212.(4)'],"['11_4.5.1.(2)', '28_42)', '17_Part 17.212.(5)', '28_188)', '17_Part 12.Chapter 1.124.(2)', '1_16.3.2', '7_8.1.2', '11_2.4.1', '28_26)', '27_6.6.9']"
2410,"['13_5.2.1.(2)', '13_5.11.4.Guidance.3.']","['13_5.11.4.Guidance.3.', '34_95)', '14_Part 3.Chapter 2.10.(1)', '14_Part 3.Chapter 1.7.(1)', '13_6.6.1', '13_APP6.A6.9.1.Guidance.2.', '6_APP 4.Guidance.Pricing_and_valuation_checks_by_oversight_arrangement.23', '20_1.1.', '13_APP6.A6.9.1.Guidance.1.', '13_4.5.3']"
2411,"['15_Part 4.8.(1)', '15_Part 4.9.(1)']","['16_Part 4.8.(1)', '15_Part 4.8.(1)', '15_Part 4.9.(1)', '15_Part 1.1.(1)', '15_Part 2.4.(1)', '16_Part 4.9.(1)', '15_Part 1.2.(2)', '15_Part 2.4.(2)', '16_Part 2.4.(1)', '16_Part 4.9.(3)']"
2412,"['1_12.3.1', '1_8.3.2.Guidance on CDD.9.', '1_4.1.1.(5)']","['1_4.1.1.(5)', '13_9.2.2.Guidance', '13_6.2.2.Governing Body responsibilities.2.', '13_6.2.2.Senior Management Responsibilities.2.', '7_APP1.A1.1.Guidance.1.', '13_APP6.A6.9.1.Guidance.2.', '13_4.3.3.Guidance.5.', '13_4.3.3.(2)', '13_6.6.1.Guidance.2.', '12_APP2.A2.3.Guidance.9.']"
2413,['12_APP2.A2.15.Guidance.5.'],"['27_6.1.4', '1_11.2.1.(5)', '1_3.1.1', '24_3.18', '6_PART 5.12.12.8.(3)', '17_Part 2.Chapter 4.15A.(2)', '12_APP2.A2.15.Guidance.5.', '14_Part 6.Chapter 1.42.(8)', '27_6.7.3', '27_8.1.5']"
2414,"['36_D.5.', '36_D.4.7.', '13_10.Introduction.Guidance.1.']","['36_D.5.', '36_D.6.3.', '36_D.7.2.', '36_D.4.1.', '36_D.1.3.', '36_D.4.2.', '36_D.5.5.', '13_10.Introduction.Guidance.1.', '36_D.4.', '36_D.7.7.']"
2415,['17_Part 19.Chapter 1.224.(3)'],"['17_Part 19.Chapter 1.224.(1)', '17_Part 19.Chapter 1.226.(2)', '17_Part 19.Chapter 1.227.(5)', '17_Part 19.Chapter 1.226.(3)', '17_Part 19.Chapter 1.226.(1)', '10_2.12.2.Guidance.4.', '7_APP1.A1.1.Guidance.8.', '27_9.5.2', '17_Part 19.Chapter 1.230.(1)', '17_Part 21.251.(1)']"
2416,['13_APP4.A4.1.Guidance.27.'],"['13_6.2.2.Guidance.1.', '10_4.7.6', '13_6.2.2.Governing Body responsibilities.2.', '13_4.3.3.Guidance.1.', '13_6.11.2.(2)', '13_6.3.1', '13_6.2.1.(3)', '7_4.4.1.(1)', '36_D.4.2.', '13_6.3.2.Guidance.1.']"
2417,['17_Schedule 1.Part 2.Chapter 2.21.'],"['17_Schedule 1.Part 2.Chapter 2.21.', '17_Schedule 1.Part 2.Chapter 1.13.(1)', '17_Schedule 1.Part 2.Chapter 18.74.(1)', '3_3.6.4', '17_Schedule 1.Part 2.Chapter 1.10.(1)', '17_Schedule 2.7.(2)', '3_6.6.1', '3_2.2.3', '13_APP4.A4.9.7', '3_6.5.1.(b)']"
2418,['26_4.17'],"['24_3.23', '29_1.4', '10_4.10.3', '18_1.5', '37_1.3', '19_92)', '24_3.4', '35_1.5', '26_4.17', '34_103)']"
2419,['39_3.12'],"['39_3.12', '39_4.10', '39_3.11', '39_4.9', '6_PART 8.20.2.3', '3_3.8.6.Guidance.1', '6_PART 8.20.2.9', '3_3.8.4', '39_3.13', '6_PART 8.20.4.1']"
2420,['13_4.12.20'],"['13_4.12.20', '13_4.12.21', '12_APP4.A4.8.2', '12_APP4.A4.4.1', '12_APP8.A8.8.2', '12_APP6.A6.8.2', '12_4.6.3', '31_65)', '28_117)', '33_12)']"
2421,['17_Part 4.38.(2)'],"['17_Part 4.38.(3)', '17_Part 4.40.(3)', '17_Part 4.41.(1)', '17_Part 17.204.(7)', '17_Part 4.42.(3)', '17_Part 12.Chapter 1.124C.(5)', '17_Part 4.42.(5)', '17_Part 12.Chapter 1.124C.(3)', '17_Part 12.Chapter 1.124B.(3)', '17_Part 4.36.(4)']"
2422,"['11_9.3.12', '7_APP1.A1.1.Guidance.1.', '27_3.2.19']","['11_9.3.12', '11_9.3.9', '11_9.3.13', '11_9.6.12', '11_9.3.11', '11_9.7.2', '11_2.7.1.(2)', '11_9.7.4.(2)', '11_9.3.6.(2)', '11_9.7.4.(5)']"
2423,['18_3.4.(b)'],"['18_3.4.(b)', '35_4.4', '18_3.4.(c)', '18_3.4.(d)', '13_3.13.6', '13_3.13.8', '13_3.13.3', '10_1.1.4', '18_1.2', '13_3.13.5']"
2424,['6_PART 8.20.4.5'],"['6_PART 8.20.4.5', '39_3.4', '6_PART 8.20.1.2.Guidance.1', '6_PART 8.20.4.7', '39_3.7', '39_3.8', '3_3.8.24', '39_4.7', '6_PART 8.20.4.9.Guidance.1', '3_3.8.20']"
2425,['13_APP7.A7.1.1.(4)'],"['13_APP7.A7.1.1.(4)', '13_APP7.A7.1.1.Guidance.6.', '13_3.7.2.(1)', '6_PART 4.9.5.4', '13_APP7.A7.1.1.Guidance.7.', '13_APP7.A7.2.3.Guidance', '3_19.2.Guidance.1', '3_19.14.4.(1)', '6_PART 5.12.13.7.(2)', '19_85)']"
2426,['13_APP4.A4.1.Guidance.12.'],"['13_APP4.A4.1.Guidance.12.', '13_4.15.3', '13_APP4.A4.1.Guidance.24.', '13_4.15.7.Guidance.4.', '13_4.15.11.Guidance', '9_5.4.15', '13_4.15.4', '12_APP2.A2.11.Guidance.2.', '13_APP4.A4.1.Guidance.42.', '12_APP4.A4.8.Guidance']"
2427,['9_6.2.2.(a)'],"['9_6.2.3.(b).Guidance.(i)', '9_3.5.4.Guidance', '9_6.5.1', '9_6.2.2.(a)', '9_6.2.1.(a)', '9_6.2.1.(c).Guidance.(i)', '9_7.3.1', '9_3.5.2', '9_3.5.6', '9_3.5.3']"
2428,"['33_37)', '33_38)']","['33_38)', '33_35)', '33_40)', '33_37)', '33_29)', '33_138)', '33_26)', '31_96)', '33_18)', '33_78)']"
2429,['13_8.2.1.Guidance'],"['6_PART 5.12.13.1', '27_2.5.10', '1_8.6.2.Guidance.5.', '6_PART 5.13.3.14.Guidance.1', '12_8.2.1.Guidance.1.', '13_8.2.1.Guidance', '7_3.3.1.(2).Guidance.1.', '12_APP2.A2.3.Guidance.9.', '27_3.2.7', '12_APP2.A2.3.Guidance.3.']"
2430,"['33_64)', '33_65)']","['33_65)', '33_71)', '33_73)', '33_66)', '33_64)', '19_28)', '19_95)', '19_170)', '19_138)', '19_108)']"
2431,"['6_PART 5.15.1.2.(3)', '6_PART 6.18.1.3.(4)']","['6_PART 5.15.1.2.(3)', '6_PART 5.14.1.Guidance.1', '6_PART 4.9.7.Guidance.3', '9_6.2.1.(c).Guidance.(iii)', '9_6.1.3.(b).Guidance', '6_PART 5.14.1.1.(3)', '6_PART 5.15.1.Guidance.1', '9_6.3.2.(b).Guidance', '6_PART 4.9.5.2', '9_6.4.1.(c).Guidance.(i)']"
2432,['13_APP7.A7.2.3'],"['13_APP7.A7.3.4', '13_6.11.2.(2)', '13_APP7.A7.2.3', '13_APP7.A7.3.2', '10_4.2.1', '13_APP7.Guidance.1.', '13_APP7.A7.2.1', '13_APP7.A7.2.2', '13_APP7.A7.3.1', '13_6.11.2.(1)']"
2433,['17_Part 2.Chapter 4.15A.(1)'],"['17_Part 2.Chapter 4.15A.(1)', '17_Part 16.199.(1)', '1_2.Guidance.2.', '21_30)', '34_60)', '33_111)', '1_2.Guidance.18.', '23_3.3.2', '19_43)', '17_Part 7.85.(2)']"
2434,"['17_Part 1.Chapter 1.1.(3)', '17_Part 13.150.(1)']","['17_Part 13.150.(1)', '17_Part 13.179.(1)', '17_Part 13.159.(3)', '17_Part 13.157.(4)', '13_APP4.A4.9.8', '17_Part 13.163.(1)', '3_22.4.3', '17_Part 13.154.', '13_3.11.3.(1)', '17_Part 13.163.(2)']"
2435,['1_8.1.2.(1)'],"['10_6.3.1', '1_6.1.3.Guidance.7.', '13_10.Introduction.Guidance.1.', '10_6.3.3.Guidance.1.', '1_7.1.1.(2)', '1_6.2.1.Guidance.2.', '13_APP4.A4.1.Guidance.9.', '10_6.3.3.Guidance.2.', '12_APP2.A2.3.Guidance.9.', '10_2.6.1']"
2436,['6_PART 5.13.3.14.(1)'],"['6_PART 5.13.3.17', '11_7.2.3.(2)', '7_3.3.17', '6_PART 5.13.3.14.(1)', '6_PART 5.13.3.3.Guidance.3', '22_6.2.(4)', '22_5.2.(5)', '22_6.2.(3)', '11_APP 4.40.', '22_5.3.(1)']"
2437,['34_60)'],"['34_60)', '19_45)', '24_3.12', '19_43)', '21_30)', '33_111)', '24_3.13', '34_62)', '34_64)', '34_32)']"
2438,['6_PART 5.13A.2.1'],"['32_4.1', '7_3.3.16.(3)', '13_APP6.A6.1.Guidance.12.', '6_PART 5.13A.7.1', '13_9.2.2.(2)', '28_27)', '13_APP4.A4.1.Guidance.44.', '12_2.2.2', '6_PART 5.13A.2.1', '13_APP6.A6.9.1.Guidance.7.']"
2439,['34_95)'],"['34_95)', '34_26)', '34_25)', '34_32)', '34_96)', '24_3.22', '34_11)', '34_14)', '21_15)', '34_97)']"
2440,['15_Part 3.7.(3)'],"['15_Part 3.7.(3)', '16_Part 3.7.(3)', '1_4.5.4.Guidance.1.', '21_APPENDIX.Appendix D:.68)', '15_Part 3.7.(1)', '16_Part 3.7.(1)', '15_Part 3.7.(2)', '16_Part 3.7.(2)', '40_SECTION I.H.', '40_1.']"
2441,['11_5.2.2'],"['19_111)', '10_6.6.2', '11_1.2.Guidance.4.', '13_APP4.A4.11.1.Guidance.3.', '3_20.14.1.Guidance.1', '11_5.2.8', '33_35)', '17_Part 6.Chapter 2.83.', '14_Part 6.Chapter 4.64.(2)', '7_APP2.A2.1.1']"
2442,['12_APP2.A2.15.Guidance.5.'],"['12_8.2.1', '10_8.4.Guidance', '12_1.1.1.Guidance.1.', '3_7.9.3.(a)', '12_APP2.A2.15.Guidance.4.', '11_4.3.4', '12_APP9.A9.2.1', '12_4.6.4', '27_2.5.13', '27_2.5.1']"
2443,['13_3.2.5.(2)'],"['9_5.4.2', '32_4.1', '3_14.2.1', '19_49)', '13_3.2.5.(2)', '1_4.1.1.(2)', '12_APP2.A2.6.Guidance.9.', '28_38)', '28_136)', '13_8.2.2.(2)']"
