,ref,prd
2326,"['7_9.12.4.(3)', '6_PART 5.13.4.7.(3)', '7_3.3.31.(3)', '13_4.15.3']","['7_3.3.31.(3)', '3_20.5.2.Guidance.1.', '13_6.8.1.Guidance.3.', '1_9.2.2.Guidance.8.', '6_PART 5.15.2.Guidance.2', '27_2.3.3', '7_5.5.1.Guidance.5.', '27_3.2.5', '19_113)', '13_6.8.1.Guidance.2.']"
2327,['1_8.3.2.Guidance on CDD.9.'],"['1_8.3.2.Guidance on CDD.9.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_8.3.2.Guidance on CDD.8.', '1_9.3.1B.Guidance.2.', '1_9.3.1B.Guidance.1.', '1_9.3.1B.Guidance.3.', '1_6.2.1.Guidance.2.', '1_6.1.3.Guidance.7.', '1_4.5.1.Guidance', '30_57)']"
2328,['9_1.2.Guidance.(v)'],"['9_1.2.Guidance.(v)', '9_2.5.1', '9_2.4.1.Guidance.(x)', '9_6.1.1.(c).Guidance.(ii)', '11_2.4.4.Guidance', '9_7.3.1', '9_6.2.1.(c)', '33_117)', '9_2.5.4', '9_2.4.1.Guidance.(xi)']"
2329,['3_8.4.3'],"['3_8.4.3', '3_8.4.4', '3_8.4.1', '3_8.4.5', '3_8.4.2', '3_8.2.1.Guidance.2', '3_8.6.8', '3_8.4', '3_8.6.7', '3_8.']"
2330,['6_PART 5.13.4.2'],"['6_PART 5.13.4.2', '6_PART 5.12.3.2.(1)', '17_Schedule 1.Part 2.Chapter 11.59.(2)', '6_PART 5.12.8.4.(3)', '6_PART 5.12.3.5', '6_PART 5.12.8.3', '6_PART 5.13.5.2.(2)', '9_6.8.2.(b)', '6_PART 5.13.6.2', '6_PART 5.12.2.2.(1)']"
2331,"['19_104)', '14_Part 6.Chapter 2.49.(8)']","['14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 2.49.(4)', '14_Part 6.Chapter 2.49.', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.49.(6)', '14_Part 6.Chapter 2.55.(3)', '14_Part 6.Chapter 2.49.(1)', '14_Part 6.Chapter 2.50.(3)', '14_Part 6.Chapter 2.55.(5)', '14_Part 6.Chapter 5.67.']"
2332,['27_11.2.1'],"['27_8.6.2', '27_11.2.1', '27_8.5.2', '27_8.5.6', '27_8.5.5', '27_8.6.5', '27_8.5.4', '27_8.6.9', '27_8.5.9', '27_8.6.6']"
2333,['3_2.6.4.Guidance.4'],"['3_2.6.4.Guidance.4', '3_23.10.3', '9_6.1.1.(c).Guidance.(ii)', '13_3.2.4.Guidance.Guidance', '6_PART 3.7.2.2', '3_2.7.4', '1_8.2.2.(1)', '1_6.1.2', '7_5.6.13', '3_6.4.2.(c).Guidance.1']"
2334,"['34_96)', '34_97)']","['34_96)', '34_97)', '34_25)', '34_26)', '34_48)', '34_20)', '34_13)', '34_32)', '34_33)', '34_7)']"
2335,['12_APP2.A2.15.Guidance.3.'],"['12_APP2.A2.15.Guidance.3.', '3_22.3', '12_8.2.1.Guidance.1.', '7_APP1.A1.1.Guidance.1.', '12_APP2.A2.3.Guidance.7.', '12_APP2.A2.15.Guidance.5.', '2_3.1.6.(3)', '17_Part 13.163.(7)', '12_APP2.A2.15.Guidance.1.', '7_5.3.9']"
2336,"['19_87)', '33_114)']","['33_114)', '33_13)', '19_113)', '19_115)', '19_125)', '19_116)', '19_117)', '19_9)', '19_140)', '19_166).a)']"
2337,"['17_Part 6.Chapter 2.83.(1)', '17_Part 6.Chapter 2.83.(2)']","['17_Part 6.Chapter 2.83.(2)', '11_1.2.Guidance.4.', '17_Part 6.Chapter 2.83.(1)', '11_5.2.1.Guidance', '11_5.2.4.(2)', '11_5.2.6', '11_5.2.9', '11_5.2.7', '11_5.2.1', '11_5.2.3.(2)']"
2338,"['1_11.2.1.(3)', '17_Part 12.Chapter 3.148.(10)']","['12_APP10.A10.2.2', '27_9.2', '11_7.5.Guidance', '28_23)', '30_135)', '2_2.3.5', '31_94)', '15_Part 1.2.(1)', '31_18)', '31_17)']"
2339,['19_87)'],"['19_87)', '19_113)', '19_117)', '19_118)', '19_86)', '19_116)', '19_115)', '21_31)', '19_114)', '3_20.5.2.Guidance.2.']"
2340,['26_4.8'],"['26_6.5', '26_6.3', '26_4.11', '26_4.15', '26_4.8', '26_5.2', '26_4.13', '26_2.3', '26_5.1', '26_8.3']"
2341,['1_9.3.1'],"['1_10.3.2.(1)', '1_10.3.2.(3)', '1_10.3.2.Guidance.4.', '1_10.3.2.(2)', '1_10.3.2.Guidance.3.', '1_10.3.2.Guidance.2.', '1_10.3.2.(4)', '1_10.3.1', '1_10.3.2.Guidance.1.', '1_10.']"
2342,['6_PART 5.16.4.2.(5)'],"['6_PART 5.16.4.2.(5)', '6_PART 5.16.4.2.(1)', '6_PART 5.16.4.2.(4)', '6_PART 5.16.4.2.(2)', '6_PART 5.12.2.4', '6_PART 5.16.4.2.(3)', '6_PART 5.16.4.6', '7_6.6.8', '6_PART 5.16.4.1.(2)', '6_PART 5.16.4.3']"
2343,['22_5.6.(2)'],"['22_5.6.(2)', '22_5.2.(10)', '22_5.7.(9)', '22_5.7.(2)', '22_5.7.(4)', '22_2.2.(4)', '22_5.7.(8)', '22_2.2.(13)', '22_1.(9)', '22_5.2.(11)']"
2344,['3_19.21.5'],"['3_19.21.5', '3_19.4.Guidance.1', '3_19.14.3.(2)', '3_19.14.2.(1)', '3_19.17.2', '3_19.4.1', '3_19.18.1.(1)', '3_19.2.5', '3_19.21.1.(2)', '3_19.15.5.(5)']"
2345,['1_4.5.4'],"['30_138)', '31_97)', '27_3.2.20', '31_8)', '19_177)', '34_108)', '38_2.3', '33_126)', '19_92)', '30_8)']"
2346,['1_8.8.1.(1)'],"['1_7.Guidance.4.', '1_7.Guidance.1.', '1_2.Guidance.9.', '1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '1_9.1.2.Guidance.1.', '1_9.1.2.Guidance.3.', '1_8.7.1.Guidance.1.', '1_8.3.6.Guidance on verification of the identity of Beneficial Owners.3.', '1_8.3.1.(4)', '1_7.1.3.Guidance on the customer risk assessment.2.']"
2347,"['17_Part 2.Chapter 1.5A.(1)', '17_Part 2.Chapter 1.7.(2)']","['17_Part 2.Chapter 1.5A.', '17_Part 2.Chapter 1.5A.(2)', '3_22.', '34_19)', '17_Part 2.Chapter 1.5A.(1)', '33_62)', '1_11.2.1.(5)', '34_17)', '3_22.2.1', '17_Part 8.95.(4)']"
2348,['34_95)'],"['34_95)', '11_4.15.7', '39_5.5', '11_4.15.11', '39_5.4', '39_3.4', '39_1.3', '11_4.15.9', '39_5.8', '7_2.2.5']"
2349,['6_PART 6.18.1.2'],"['6_PART 6.18.1.2', '27_5.4.2', '27_9.5.1', '7_8.12.1.Guidance.2.', '14_Part 6.Chapter 1.43.', '27_6.5.9', '6_PART 3.6.1.4.Rejection_of_an_application.Guidance.1', '22_9.(5)', '6_PART 5.13.6', '23_2.3.3']"
2350,"['7_2.2.11.Guidance.1', '7_3.2.1']","['7_APP1.A1.1', '7_APP1', '7_3.3.41.(3).Guidance.3.', '11_9.2.2.Guidance.2.', '7_2.2.11', '7_8.10.14.Guidance.1.', '7_3.3.41.(3).Guidance.9.', '7_8.10.14.(2)', '31_2)', '30_2)']"
2351,['17_Schedule 1.Part 2.Chapter 18.78.(2)'],"['17_Schedule 1.Part 2.Chapter 18.78.(2)', '17_Schedule 2.32.(3)', '17_Schedule 1.Part 3 .88.(3)', '17_Schedule 1.Part 2.Chapter 18.78.(3)', '17_Schedule 1.Part 2.Chapter 18.78.(1)', '17_Schedule 2.32.(2)', '17_Schedule 1.Part 3 .90.(2)', '1_8.3.3.(3)', '17_Schedule 2.29.(4)', '17_Schedule 1.Part 2.Chapter 3.29.(2)']"
2352,['34_23)'],"['3_22.2.3', '34_23)', '34_25)', '34_7)', '34_33)', '19_141)', '29_3.3', '34_48)', '34_13)', '34_26)']"
2353,"['7_3.3.31.(3)', '7_5.3.1.(5).Guidance', '27_2.3.3']","['27_2.3.3', '7_5.6.1', '17_Part 12.Chapter 1.126.', '27_2.3.2', '38_2.3', '6_PART 5.13.3.3.(3)', '27_2.5.9', '1_8.8.1.(1)', '27_2.3.4', '10_2.5.1.Guidance.1.']"
2354,['6_PART 5.12.12.5.(3)'],"['6_PART 5.12.3.1.Guidance.2', '6_PART 5.12.12.Guidance.2', '6_PART 5.12.3.4.Guidance.1', '6_PART 5.17.1.1.(2)', '17_Part 11.Chapter 2.111.(1)', '6_PART 5.12.12.5.(3)', '6_PART 5.12.12.8.(1)', '6_PART 5.13.4.7.(1)', '6_PART 5.12.12.4', '2_5.2']"
2355,['1_9.2.1.(3)'],"['1_9.2.1.(3)', '27_9.2', '1_10.2.2.Guidance.1.', '1_9.2.2.(1)', '40_SECTION II', '1_8.3', '1_9.2.2.Guidance.10.', '6_PART 8.20.2.4', '1_1.2.1.Guidance.2.', '6_PART 8.20.3.4']"
2356,['11_10.1.3B.(1).Guidance.1.'],"['11_10.1.3B.(1).Guidance.2.', '11_10.1.3B.(1).Guidance.3.', '11_10.1.3B.(1).Guidance.1.', '11_3.9.1A', '11_10.1.3B.(2)', '11_3.9.2', '5_9.3', '6_PART 5.16.3.9.Guidance.1', '10_2.3.14', '11_12.14.3']"
2357,['32_3.2'],"['32_3.2', '6_PART 5.13A.3.2', '6_PART 5.17.1.2', '6_PART 4.9.5.4', '6_PART 5.13.5.1.(1)', '6_PART 5.13.1.2', '6_PART 5.12.3.1.(1)', '6_PART 5.11.1.6.Guidance.1', '32_4.1', '6_PART 5.12.14.1']"
2358,['1_7.2.4'],"['1_7.2.4', '1_9.1.2.Guidance.3.', '40_SECTION II.F.', '11_9.3.1.Guidance.3.', '1_7.Guidance.4.', '40_SECTION II.A.', '1_8.4.1.Guidance.9.', '9_5.2.4.Guidance', '11_2.3.6.(2)', '1_8.6.2.Guidance.4.']"
2359,['34_83)'],"['34_83)', '34_7)', '34_25)', '34_33)', '34_100)', '34_97)', '34_96)', '34_53)', '34_48)', '34_20)']"
2360,['36_D.4.1.'],"['34_95)', '11_5.1.2.Guidance.2.', '34_34)', '39_2.4', '27_3.1.14', '11_2.3.2', '12_APP2.A2.13.Guidance.1.', '21_19)', '30_3)', '24_3.7']"
2361,['34_95)'],"['34_95)', '34_11)', '34_25)', '34_67)', '34_31)', '34_26)', '34_97)', '34_72)', '34_29)', '34_32)']"
2362,['9_5.4.1.(a)'],"['9_5.4.6.(a)', '9_5.4.7.(d).Guidance.(i)', '9_5.1.1.Guidance.(ii)', '9_3.9.1', '9_5.4.1.(a)', '9_2.4.1.Guidance.(ix)', '9_5.4.15', '9_5.4.8', '13_3.21.6.Guidance.3.', '13_4.1.1.Guidance.5.']"
2363,"['1_4.3.1', '1_8.3.2.Guidance on CDD.9.']","['1_4.3.1', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_4.2.1.(1)', '1_8.4.1.Guidance.11.', '1_7.Guidance.2.', '1_8.3.6.Guidance on FATF Jurisdictions Under Increased Monitoring / Subject to a Call for Action.1.', '1_2.Guidance.24.', '1_8.1.2.Guidance.2.', '1_7.Guidance.4.', '33_111)']"
2364,['19_113)'],"['19_113)', '19_87)', '33_114)', '21_31)', '3_20.5.2.Guidance.1.', '19_117)', '27_6.1.4', '17_Part 2.Chapter 4.15A.(2)', '19_3)', '19_86)']"
2365,['19_44)'],"['19_44)', '34_61)', '13_4.15.11.Guidance', '27_9.2', '19_124)', '19_39)', '19_13)', '19_120)', '13_4.3.1.Guidance.4.', '19_29)']"
2366,['11_9.2.10'],"['11_APP 4.2.', '11_9.2.10', '11_9.2.2.Guidance.1.', '11_9.2.2.Guidance.3.', '11_APP 4.1.', '7_6.6.8', '11_9.3.2.Guidance', '7_3.3.41.(3).Guidance.10.', '11_10.1.3A.(1)', '11_9.2.2.Guidance.2.']"
2367,['40_SECTION V.C.1.'],"['40_SECTION VII.A.', '40_SECTION IV.C.', '40_6.', '40_SECTION IX.A.2.', '40_SECTION V.D.3.', '40_SECTION IV.A.', '40_SECTION IV.B.', '40_SECTION VI.A.1.', '40_7.A.1.', '40_SECTION III.B.5.']"
2368,['17_Part 1.Chapter 1.1.(3)'],"['2_3.1.6.(1)', '13_3.21.1.Guidance.2.', '7_9.1.1.Guidance.1.', '28_171)', '27_3.2.16', '27_3.2.19', '24_3.17', '7_APP1.A1.1.Guidance.3.', '3_3.8.18', '6_PART 8.20.3.11']"
2369,['33_102)'],"['33_102)', '33_101)', '33_98)', '33_18)', '33_26)', '33_52)', '33_79)', '33_126)', '33_77)', '33_78)']"
2370,['11_11.8.4'],"['30_76)', '11_11.9.2', '11_11.8.4', '30_70)', '30_103)', '30_69)', '30_71)', '30_67)', '30_73)', '30_99)']"
2371,['27_7.11.4'],"['9_2.5.1', '27_7.11.4', '9_2.5', '9_1.2.Guidance.(v)', '1_11.2.1.(5)', '9_2.4.1.Guidance.(x)', '17_Part 13.166.(3)', '4_3.16.1', '27_6.10.2', '5_9.2.3']"
2372,['14_Part 6.Chapter 2.49.(1)'],"['14_Part 6.Chapter 2.49.(1)', '14_Part 6.Chapter 2.49.(3)', '14_Part 6.Chapter 2.55.(3)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 2.49.(2)', '14_Part 6.Chapter 2.55.(5)', '14_Part 6.Chapter 2.49.(5)', '14_Part 6.Chapter 2.49.(8)', '14_Part 6.Chapter 2.49.(6)', '14_Part 5.Chapter 1.22.(2)']"
2373,['1_4.1.1.(5)'],"['1_10.4.1.Guidance.1.', '1_4.1.1.(5)', '27_7.7.1', '17_Part 15.188.(1)', '7_8.10.1.(2).Guidance.3.', '27_2.2.13', '2_6.7.2', '11_9.7.4.(12).Guidance.2.', '17_Part 15.188.', '7_6.5']"
2374,"['3_22.7', '3_22.7.1']","['3_22.7', '3_22.7.6', '3_22.7.1', '34_3)', '34_2)', '3_22.10.1', '17_Part 2.Chapter 1.5A.(2)', '3_22.10.1.Guidance.1', '17_Schedule 1.Part 2.Chapter 9.54.', '34_19)']"
2375,['10_4.5.10'],"['10_4.5.10', '13_1.1.1.Guidance.6.', '10_4.5.8', '3_6.6.1.Guidance.2', '28_118)', '13_9.1.1.(2)', '13_5.1.1.Guidance.1.', '5_9.5.3', '13_6.4.1.Guidance.2.', '28_102)']"
2376,['33_109)'],"['33_109)', '37_3.11.c.', '3_14.7.1', '19_56)', '3_14.7.4', '3_14.7.7.Guidance.1', '3_15.4.2.(a)', '3_14.13.6.Guidance.1.', '3_15.4.2', '3_14.7.5']"
2377,['14_Part 6.Chapter 2.51.(2)'],"['14_Part 6.Chapter 2.51.(2)', '14_Part 6.Chapter 4.65.(1)', '14_Part 6.Chapter 4.65.(3)', '14_Part 6.Chapter 4.64.(3)', '14_Part 6.Chapter 2.51.(3)', '14_Part 6.Chapter 4.65.', '14_Part 6.Chapter 4.64.', '14_Part 6.Chapter 4.64.(6)', '14_Part 6.Chapter 4.65.(2)', '14_Part 3.Chapter 4.17.(1)']"
2378,"['31_9)', '31_67)', '11_12.2.1.Guidance']","['31_9)', '31_28)', '31_46)', '31_49)', '11_12.2.1', '11_12.15.3', '31_15)', '31_22)', '31_99)', '31_30)']"
2379,['13_6.2.2.Guidance.1.'],"['13_6.2.2.Guidance.1.', '13_6.3.2.Guidance.1.', '27_3.1.7', '13_6.3.1', '13_6.2.2.Senior Management Responsibilities.2.', '13_6.2.1.(1)', '13_6.2.2.Governing Body responsibilities.2.', '24_2.3', '13_6.2.2.Guidance.2.', '13_6.11.2.(2)']"
2380,['6_PART 5.16.3.8'],"['7_6.6.1', '6_PART 5.16.3.8', '3_15.9.6.Guidance.3.', '3_14.11.9.Guidance.2.', '10_7.5.2', '30_48)', '39_3.15', '10_1.1.4', '6_PART 5.16.4.5', '9_6.7.1']"
2381,['34_77)'],"['34_76)', '33_68)', '33_57)', '33_27)', '33_70)', '33_44)', '33_50)', '34_85)', '28_63)', '33_43)']"
2382,['34_54)'],"['19_33)', '34_67)', '34_69)', '33_49)', '34_68)', '34_81)', '34_79)', '34_88)', '34_82)', '10_3.2.1']"
2383,"['10_6.3.1', '34_101)', '1_7.Guidance.4.', '13_APP4.A4.1.Guidance.14.', '3_22.3.2']","['10_6.3', '10_6.3.1', '17_Part 2.Chapter 1.7.(9)', '13_APP6.A6.1.Guidance.10.', '13_APP6.A6.9.1.Guidance.4.', '13_4.11.5', '3_20.14.3.Guidance.3.', '13_10.Introduction.Guidance.1.', '9_1.1.1.Guidance.(ii)', '13_APP6.A6.3.24']"
2384,"['19_92)', '19_93)']","['19_93)', '21_42)', '19_148)', '19_139)', '29_2.3', '19_152)', '29_4.3', '19_99)', '19_100)', '19_78)']"
2385,['1_8.1.2.(1)'],"['1_7.Guidance.4.', '1_8.1.2.(1)', '1_8.1.2.(2)', '1_14.2.3.Guidance.8.', '1_7.1.3.Guidance on the customer risk assessment.2.', '1_7.Guidance.1.', '1_14.4.1.Guidance.2.', '13_APP7.A7.1.1.Guidance.3.', '1_8.7.1.(1)', '5_9.3']"
2386,['10_4.7.25'],"['10_4.7.25', '10_4.7.24', '10_4.7.1', '10_4.7.15', '11_9.2.6', '11_APP 4.44.', '13_9.2.2.Guidance', '13_4.12.1', '13_6.2.2.Governing Body responsibilities.2.', '10_4.2.1']"
2387,['18_3.4.(b)'],"['18_3.4.(b)', '27_2.5.11', '7_5.3.8', '7_5.5.1.Guidance.4.', '7_5.5.2.Guidance.1.', '7_5.5.1.(1)', '7_5.6.14', '27_2.3.3', '10_2.3.2', '7_5.3.6']"
2388,"['14_Part 6.Chapter 2.56.(1)', '14_Part 6.Chapter 2.56.(5)']","['14_Part 6.Chapter 2.56.(1)', '14_Part 6.Chapter 2.50.(3)', '14_Part 6.Chapter 2.51.(1)', '14_Part 6.Chapter 2.54.(1)', '14_Part 6.Chapter 4.66.(2)', '14_Part 6.Chapter 2.51.', '14_Part 6.Chapter 2.53.(1)', '14_Part 6.Chapter 2.56.(5)', '14_Part 5.Chapter 4.35.(3)', '14_Part 6.Chapter 4.64.(2)']"
2389,"['1_8.6.2.Guidance.4.', '1_11.2.1.Guidance.7.']","['13_APP11.A11.3.Guidance.7.', '12_APP9.A9.2.1', '24_3.13', '13_APP2.A2.5.Guidance.1.', '13_2.4.Guidance.2.', '10_6.3.3.Guidance.1.', '27_3.2.19', '13_6.2.2.Guidance.1.', '3_9.8.1.(b)', '39_2.7']"
2390,['34_39)'],"['34_39)', '33_40)', '34_32)', '28_185)', '34_50)', '3_22.4.3', '30_136)', '28_12)', '21_28)', '13_2.Introduction']"
2391,"['19_46)', '34_60)', '1_4.5.4']","['19_45)', '19_43)', '34_60)', '19_58)', '4_3.17.2.Guidance.2.', '19_44)', '34_61)', '33_111)', '34_57)', '34_98)']"
2392,['36_D.7.5.'],"['36_D.7.5.', '36_D.7.7.', '36_D.7.1.', '36_D.7.', '36_D.7.3.', '36_D.7.4.', '36_D.7.2.', '36_D.7.6.', '36_D.5.6.', '39_3.4']"
2393,['13_4.4.5.Guidance.2.'],"['13_4.4.5.Guidance.2.', '11_9.7.4.(14)', '13_4.4.5.Guidance.1.', '7_3.3.19.(1).Guidance.1.', '13_APP6.A6.1.Guidance.8.', '17_Part 12.Chapter 3.146.(6)', '3_8.4.5', '7_3.3.19.(1).Guidance.3.', '13_4.4.5', '11_1.2.Guidance.9.']"
2394,['30_40)'],"['30_105)', '30_38)', '30_36)', '11_11.12.2', '11_11.12.3', '30_28)', '30_106)', '30_107)', '30_40)', '31_42)']"
2395,['10_4.7.7'],"['13_APP7.A7.2.1', '13_APP7.A7.3.4', '13_APP7.A7.3.4.Guidance.9.', '13_APP7.A7.1.1.(1)', '40_SECTION I.A.5.', '13_APP7.A7.2.3.Guidance', '13_APP7.A7.1.1.Guidance.7.', '13_APP7.A7.1.1.(3)', '40_SECTION VIII.A.4.', '13_APP7.A7.1.1.(2)']"
2396,['5_9.5.3'],"['5_9.5.3', '5_9.5.2', '14_Part 3.Chapter 2.10.(1)', '14_Part 3.Chapter 1.7.(1)', '11_9.7.6.Guidance', '14_Part 3.Chapter 2.12.(4)', '14_Part 6.Chapter 6.78.(2)', '13_4.4.2.(4)', '1_8.3.2.Guidance on CDD.10.', '14_Part 2.4.(1)']"
2397,['27_3.2.19'],"['27_3.2.19', '39_5.5', '39_4.5', '12_6.6.9', '6_PART 2.4.1.9.Guidance.2', '39_3.8', '19_166)', '11_APP 4.16.', '27_3.2.18', '20_2.3.']"
2398,['33_116)'],"['19_123)', '19_121)', '19_122)', '33_115)', '19_120)', '33_110)', '33_40)', '33_116)', '34_11)', '30_120)']"
2399,['3_19.2.9'],"['3_19.2.9', '3_19.15.5.(2)', '3_19.2.12', '3_20.2.17', '3_19.4.1', '3_20.2.10', '3_19.4.Guidance.1', '3_19.21.4.(2)', '3_19.5.Guidance.1', '3_19.3.1']"
2400,"['7_6.6.9', '27_3.2.20']","['7_6.6.9', '11_10.1.5.Guidance.1.', '7_6.6.1', '11_10.1.5', '6_PART 5.16.3.8', '27_9.2', '11_10.2.7', '11_3.9.1', '11_10.2.8', '7_6.6.8']"
2401,"['30_106)', '30_107)']","['30_108)', '30_107)', '30_104)', '10_3.11.1', '30_9)', '30_100)', '30_57)', '30_90)', '30_113)', '11_11.12.1']"
2402,['34_30)'],"['34_30)', '34_23)', '34_48)', '34_42)', '34_83)', '34_25)', '34_53)', '34_32)', '34_33)', '34_37)']"
2403,['18_3.4.(d)'],"['37_4.12', '37_4.13', '11_2.8.2', '18_2.4.(c)', '37_4.14', '37_4.11', '18_3.4.(d)', '18_1.4', '13_11', '11_2.8.4']"
2404,['11_12.10.1'],"['11_12.10.1', '11_12.6.1', '31_63)', '31_29)', '11_12.15.1', '11_12.2.3.Guidance', '31_30)', '11_12.9.1', '11_12.7.1', '31_31)']"
2405,['13_10.2.Guidance.2.'],"['36_D.4.3.', '36_D.4.', '36_D.4.6.', '36_D.3.1.', '36_D.4.2.', '36_D.7.7.', '36_D.4.1.', '36_D.1.2.', '36_D.5.7.', '36_D.4.10.']"
2406,"['34_77)', '34_78)']","['34_77)', '34_76)', '10_3.4', '34_78)', '34_79)', '34_99)', '34_81)', '17_Part 12.Chapter 4.149.(3)', '34_8)', '34_73)']"
2407,['12_APP2.A2.7.Guidance.1.'],"['12_APP2.A2.7.Guidance.1.', '12_APP4.A4.12.6', '12_APP2.A2.13.Guidance.1.', '1_9.2.2.Guidance.7.', '2_1.7.1', '12_APP2.A2.3.Guidance.9.', '12_4.8.1', '13_APP6.A6.9.1.Guidance.2.', '12_APP2.A2.1.Guidance.2.', '27_2.5.3']"
2408,['11_APP 4.60.'],"['25_1.', '20_1.1.', '12_9.1.2', '20_2.3.(iv)', '34_34)', '25_Disclaimer', '35_5.3', '7_8.8.1.(3)', '20_2.3.(ii)', '15_Part 1.2.(1)']"
2409,['17_Part 17.212.(4)'],"['17_Part 12.Chapter 1.124.(2)', '11_4.5.1.(2)', '28_42)', '11_5.2.3.(2)', '17_Part 17.212.(5)', '10_6.9.4', '27_6.6.9', '7_5.3.10.Guidance.1.', '1_16.3.2', '28_188)']"
2410,"['13_5.2.1.(2)', '13_5.11.4.Guidance.3.']","['14_Part 3.Chapter 2.10.(1)', '14_Part 3.Chapter 1.7.(1)', '34_95)', '13_5.11.4.Guidance.3.', '12_APP2.A2.1.Guidance.2.', '13_4.4.2.(1)', '13_6.6.1', '13_APP6.A6.9.2.Guidance.5.', '13_4.5.3', '6_APP 4.Guidance.Pricing_and_valuation_checks_by_oversight_arrangement.23']"
2411,"['15_Part 4.8.(1)', '15_Part 4.9.(1)']","['16_Part 4.8.(1)', '15_Part 4.8.(1)', '15_Part 4.9.(1)', '15_Part 2.4.(1)', '15_Part 1.2.(2)', '16_Part 4.9.(1)', '15_Part 1.1.(1)', '15_Part 1.2.(1)', '16_Part 4.9.(3)', '15_Part 2.4.(2)']"
2412,"['1_12.3.1', '1_8.3.2.Guidance on CDD.9.', '1_4.1.1.(5)']","['1_4.1.1.(5)', '13_9.2.2.Guidance', '13_4.3.3.Guidance.5.', '13_4.3.3.(2)', '7_APP1.A1.1.Guidance.1.', '13_6.2.2.Senior Management Responsibilities.2.', '13_6.6.1.Guidance.2.', '36_D.1.', '7_1.2.Guidance.2.', '13_4.3.3.(3)']"
2413,['12_APP2.A2.15.Guidance.5.'],"['1_11.2.1.(5)', '27_6.1.4', '1_3.1.1', '6_PART 5.12.12.8.(3)', '17_Part 2.Chapter 4.15A.(2)', '14_Part 6.Chapter 1.42.(8)', '12_APP2.A2.15.Guidance.5.', '27_6.7.3', '13_8.Introduction.Guidance.1.', '17_Part 12.Chapter 1.124B.(2)']"
2414,"['36_D.5.', '36_D.4.7.', '13_10.Introduction.Guidance.1.']","['36_D.1.3.', '36_D.4.1.', '36_D.5.', '36_D.7.2.', '36_D.4.2.', '36_D.5.5.', '36_D.4.', '36_D.5.2.', '36_D.7.7.', '36_D.6.3.']"
2415,['17_Part 19.Chapter 1.224.(3)'],"['17_Part 19.Chapter 1.224.(1)', '17_Part 19.Chapter 1.227.(5)', '17_Part 19.Chapter 1.226.(1)', '17_Part 21.251.(1)', '17_Part 19.Chapter 1.226.(2)', '11_5.2.3.(2)', '7_APP1.A1.1.Guidance.8.', '17_Part 19.Chapter 1.230.(1)', '9_3.5.6', '9_6.2.5']"
2416,['13_APP4.A4.1.Guidance.27.'],"['13_6.2.2.Guidance.1.', '10_4.7.6', '13_6.11.2.(2)', '13_6.2.2.Governing Body responsibilities.2.', '13_6.2.1.(1)', '13_4.3.3.Guidance.1.', '13_4.4.2.(4)', '13_6.2.1.(3)', '9_3.7.5', '13_APP6.A6.1.Guidance.6.']"
2417,['17_Schedule 1.Part 2.Chapter 2.21.'],"['17_Schedule 1.Part 2.Chapter 2.21.', '17_Schedule 1.Part 2.Chapter 1.13.(1)', '17_Schedule 1.Part 2.Chapter 18.74.(1)', '3_6.5.1.(b)', '3_3.6.4', '3_2.2.3', '3_6.9.2.(a)', '6_PART 2.5.1.3.(1)', '13_APP4.A4.9.7', '3_6.9.6.(b)']"
2418,['26_4.17'],"['29_1.4', '24_3.23', '18_1.5', '24_3.4', '37_1.3', '34_103)', '35_1.5', '19_88)', '26_6.4', '19_92)']"
2419,['39_3.12'],"['39_3.12', '39_4.10', '39_3.11', '6_PART 8.20.2.3', '6_PART 8.20.4.1', '3_3.8.6.Guidance.1', '39_4.9', '6_PART 8.20.2.4.Guidance.4', '3_3.8.5.Guidance.2', '3_3.8.4']"
2420,['13_4.12.20'],"['13_4.12.20', '13_4.12.21', '12_APP4.A4.8.2', '13_4.12.19', '2_2.3.1.(1)', '12_APP10.A10.1.2', '12_APP4.A4.4.1', '13_4.9.11.Guidance', '6_PART 2.4.1.9.Guidance.1', '12_5.6.7.Guidance.4.']"
2421,['17_Part 4.38.(2)'],"['17_Part 4.40.(3)', '17_Part 4.38.(3)', '17_Part 4.41.(1)', '17_Part 4.42.(3)', '17_Part 17.204.(7)', '17_Part 12.Chapter 1.124B.(3)', '17_Part 4.36.(4)', '17_Part 4.38.(2)', '17_Part 12.Chapter 1.124C.(3)', '17_Part 12.Chapter 1.124C.(5)']"
2422,"['11_9.3.12', '7_APP1.A1.1.Guidance.1.', '27_3.2.19']","['11_9.3.12', '11_9.3.9', '11_9.3.13', '11_9.3.11', '11_9.6.12', '11_9.7.4.(1)', '11_9.7.4.(3).(a)', '11_2.7.1.(2)', '11_9.3.6.(2)', '11_9.7.2']"
